"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","browser_Browser","browser_Version","browser_Operating.System","browser_Resolution","mobile_cont","studyintro_time_First.Click","studyintro_time_Last.Click","studyintro_time_Page.Submit","studyintro_time_Click.Count","cleanser_time_First.Click","cleanser_time_Last.Click","cleanser_time_Page.Submit","cleanser_time_Click.Count","effectiveness_time_First.Click","effectiveness_time_Last.Click","effectiveness_time_Page.Submit","effectiveness_time_Click.Count","effect1","effect2","effect3","effect4","free_response","thought_time_First.Click","thought_time_Last.Click","thought_time_Page.Submit","thought_time_Click.Count","cleaning_ability","active_ingred","anti_bacterial","effectiveness","smell","ways_to_use","color","cost","package_apperance","ad_appearance","stores","Dettol","other_versions","other_products","redisplay_time_First.Click","redisplay_time_Last.Click","redisplay_time_Page.Submit","redisplay_time_Click.Count","entitativity_time_First.Click","entitativity_time_Last.Click","entitativity_time_Page.Submit","entitativity_time_Click.Count","coherent","unified","typified","features","resources","similar","representative","purchase_time_First.Click","purchase_time_Last.Click","purchase_time_Page.Submit","purchase_time_Click.Count","purchase","like_brand","ad_favorability","ad_interesting","wtp_1","amt_produced","widely_avail","popular","brand_like_group","effort","realistic","familiar","heard_of","num_bottles_ck","att_check","freq_use","age","gender","english","lookup","prev_taken","purpose","cond","attributesalience_DO","mturk_num","ip_num","paid","count_mturk","mturk_dup","count_ip","ip_dup","res1","res2","phone"
"2020-07-07 08:45:00","2020-07-07 08:48:31","0","100","210","1","2020-07-07 08:48:31","R_Clv2H659ZzUiTCh","","","","","anonymous","EN","Chrome","83.0.4103.116","Windows NT 6.1","1366x768","1","0","0","0.978","0","0","0","11.943","0","1.129","6.61","7.645","6","7","8","7","8"," when We reached the Curvcn Bank, and stood for a few minutes looking at thos","0.941","25.3","26.128","18","8","9","6","6","8","8","9","7","7","8","8","7","7","9","0","0","1.753","0","1.721","13.84","14.795","9","7","8","7","8","7","8","9","1.5","11.858","13.153","5","7","8","9","7","6.61","7","8","9","8","7","8","9","2","6","7","8","47","2","2","2","2","good","clean_high","thought_time|thought_intro|other_versions|cleaning_ability|smell|effectiveness|other_products|Dettol|stores|active_ingred|package_apperance|ways_to_use|color|ad_appearance|anti_bacterial|cost",11,11,1,1,0,1,0,1366,768,0
"2020-07-07 08:45:00","2020-07-07 08:49:35","0","100","275","1","2020-07-07 08:49:36","R_3oHkdibcHT8UH7E","","","","","anonymous","EN","Chrome","83.0.4103.97","Windows NT 10.0","1920x1080","1","0","0","8.92","0","0.846","0.846","31.724","1","2.1","11.483","13.107","5","5","5","5","5","Why are there so many bottles next to each other in this ad? ","4.758","35.981","37.102","17","3","6","5","5","1","2","7","3","8","9","1","3","1","8","0","0","4.392","0","4.804","36.234","36.985","12","1","5","5","7","1","1","5","2.131","18.878","20.239","7","1","1","1","1","1.5","1","5","3","1","9","6","1","1","5","2","6","46","1","2","1","1","To understand how effective a repetitive advertisement is. ","clean_high","thought_time|thought_intro|Dettol|smell|anti_bacterial|other_products|stores|other_versions|active_ingred|ad_appearance|effectiveness|ways_to_use|color|package_apperance|cost|cleaning_ability",12,12,1,1,0,1,0,1920,1080,0
"2020-07-07 08:45:01","2020-07-07 08:49:51","0","100","290","1","2020-07-07 08:49:52","R_3m1AL2LflGE0Pjb","","","","","anonymous","EN","Chrome","83.0.4103.116","Windows NT 6.3","1366x768","1","0","0","3.361","0","0","0","11.901","0","1.846","8.537","10.795","5","5","7","8","6","The good to the understand","2.141","45.473","47.426","21","3","8","6","5","5","8","7","5","8","6","7","4","9","5","0","0","2.861","0","2.101","13.282","14.506","8","5","8","9","6","3","5","7","2.21","11.35","12.825","10","2","4","6","8","8.85","5","7","9","6","4","6","8","2","9","2","5","45","2","2","1","1","To the understand to all","clean_low","thought_time|thought_intro|package_apperance|smell|ad_appearance|active_ingred|other_products|stores|other_versions|Dettol|effectiveness|color|ways_to_use|cost|cleaning_ability|anti_bacterial",13,13,1,1,0,1,0,1366,768,0
"2020-07-07 08:45:01","2020-07-07 08:50:04","0","100","303","1","2020-07-07 08:50:05","R_2ARqiQssiBun1Un","","","","","anonymous","EN","Chrome","47.0.2526.106","Macintosh","1366x768","1","0","0","1.218","0","0","0","15.595","0","1.657","9.931","11.173","6","6","7","8","7","dettal surfacal cleaner","1.842","31.233","31.804","16","8","7","8","7","7","8","7","8","8","7","6","9","8","7","0","0","9.153","0","1.846","13.279","15.045","8","7","6","8","8","7","8","7","1.593","9.743","11.359","5","7","8","7","8","11.49","7","8","7","8","7","8","7","1","8","2","7","53","1","2","2","2","dettol surface cleancer","clean_low","thought_time|thought_intro|smell|package_apperance|other_products|other_versions|ad_appearance|stores|anti_bacterial|color|ways_to_use|active_ingred|cost|effectiveness|cleaning_ability|Dettol",14,14,1,1,0,1,0,1366,768,0
"2020-07-07 08:45:01","2020-07-07 08:51:15","0","100","374","1","2020-07-07 08:51:15","R_WBEVD7zVn5dcWHf","","","","","anonymous","EN","Chrome","83.0.4103.116","Windows NT 10.0","1280x720","1","0","0","11.412","0","0","0","34.802","0","3.465","12.56","16.243","4","7","7","7","7","How generic the ad seemed. It did not really make the product stand out from competing products and there was no explanation about how it worked, ingredients, etc.","5.112","45.816","46.908","15","7","7","8","7","3","8","8","2","8","9","3","4","5","8","0","0","14.074","0","7.181","40.292","41.234","10","5","5","5","6","4","9","8","2.554","24.326","25.961","6","5","5","3","3","3","6","6","3","1","9","8","1","1","1","2","9","56","1","2","1","1","Ad evaluation","clean_low","thought_time|thought_intro|cost|active_ingred|effectiveness|other_products|Dettol|color|stores|cleaning_ability|anti_bacterial|ways_to_use|ad_appearance|smell|other_versions|package_apperance",15,15,1,1,0,1,0,1280,720,0
"2020-07-07 08:45:01","2020-07-07 08:52:36","0","100","454","1","2020-07-07 08:52:36","R_XZnOPsQiSCkYQet","","","","","anonymous","EN","Chrome","86.0.4195.0","Windows NT 10.0","1366x768","1","0","0","7.331","0","0","0","11.878","0","1.612","9.776","11.059","5","7","6","5","6","dettol sanitizer","2.749","29.865","31.213","15","6","7","8","5","7","6","7","5","7","5","6","6","6","6","4.604","4.604","6.208","1","1.354","13.294","14.192","7","7","6","5","4","5","6","7","2.492","10.295","11.569","5","7","5","6","7","7.56","7","6","5","6","7","6","5","1","6","2","6","49","1","2","1","1","nothing","clean_high","thought_time|thought_intro|other_versions|effectiveness|ways_to_use|smell|anti_bacterial|color|Dettol|cost|other_products|package_apperance|cleaning_ability|ad_appearance|stores|active_ingred",16,16,1,1,0,1,0,1366,768,0
"2020-07-07 08:45:01","2020-07-07 08:52:38","0","100","456","1","2020-07-07 08:52:39","R_3G7xWFrNGY4kupC","","","","","anonymous","EN","Chrome","83.0.4103.116","Windows NT 10.0","1920x1080","1","0","0","9.851","0","0.754","207.48","211.326","3","5.791","10.103","10.667","4","7","7","7","7","how can it be smarter?","4.424","35","35.875","15","7","6","6","7","3","6","3","4","6","4","1","2","4","3","0","0","3.534","0","61.803","82.131","82.767","10","5","4","3","7","5","4","6","2","12.522","13.363","5","7","6","7","8","4.9","7","6","6","3","9","9","1","1","1","2","3","40","1","2","1","1","","clean_low","thought_time|thought_intro|other_products|package_apperance|cost|Dettol|color|anti_bacterial|active_ingred|other_versions|effectiveness|stores|ways_to_use|smell|ad_appearance|cleaning_ability",17,17,1,1,0,1,0,1920,1080,0
"2020-07-07 08:45:01","2020-07-07 08:52:35","0","99","454","0","2020-07-07 12:50:53","R_3qmtgfJp1fowOha","","","","","anonymous","EN","Firefox","78.0","Windows NT 10.0","1920x1080","1","0","0","11.395","0","0","0","16.623","0","4.319","18.155","20.245","4","5","6","6","5","A banner with the ingredients would help, i.e., ""50% alcohol""","8.759","70.841","76.125","16","6","7","6","5","4","6","5","4","6","7","5","5","6","6","0","0","15.004","0","6.36","40.129","42.299","7","5","4","6","3","3","7","5","5.372","23.051","25.872","5","4","5","3","3","1.01","7","3","4","3","8","5","2","1","1","2","8","68","2","2","1","1","Ad effectiveness on the public","clean_low","thought_time|thought_intro|Dettol|ways_to_use|stores|other_products|effectiveness|cost|smell|ad_appearance|package_apperance|cleaning_ability|color|active_ingred|other_versions|anti_bacterial",18,18,1,1,0,1,0,1920,1080,0
"2020-07-07 08:45:01","2020-07-07 08:55:36","0","99","635","0","2020-07-07 12:51:00","R_2v7Czq1HTkFmpY6","","","","","anonymous","EN","Chrome","83.0.4103.116","Windows NT 10.0","1920x1080","1","0","0","1.054","0","0","0","11.86","0","2.815","8.855","9.472","6","4","5","4","8","I thought the graphic was bland and also I felt like the way it was advertised made it look like a chemical and less of something you would want to use in your home. ","3.965","409.88","410.896","19","6","8","4","6","8","4","5","4","9","6","3","4","5","5","0","0","5.853","0","3.311","56.754","57.611","10","6","5","5","6","5","6","6","1.651","16.908","17.905","7","6","5","4","8","2.11","7","7","7","5","7","8","5","1","1","2","4","18","1","2","1","1","To see what people think of the Dettol ad and change it accordingly. ","clean_low","thought_time|thought_intro|ways_to_use|cleaning_ability|stores|package_apperance|ad_appearance|anti_bacterial|color|active_ingred|other_products|other_versions|cost|effectiveness|smell|Dettol",19,19,1,1,0,1,0,1920,1080,0
"2020-07-07 08:45:02","2020-07-07 08:49:56","0","100","294","1","2020-07-07 08:49:57","R_1hTsVEWpHMwbQ03","","","","","anonymous","EN","Chrome","86.0.4195.0","Windows NT 10.0","1366x768","1","0","0","1.89","0","0","0","26.364","0","4.184","12.603","15.971","8","9","8","9","9","IT WAS A DETTOL.","1.147","30.627","31.346","17","9","9","8","8","8","8","9","8","9","8","9","9","9","9","0","0","8.766","0","30.74","39.46","41.297","7","8","9","8","9","8","9","8","1.863","18.235","19.082","6","9","8","9","9","15","8","9","8","9","9","8","9","1","8","8","9","40","1","2","1","1","","clean_low","thought_time|thought_intro|ways_to_use|active_ingred|anti_bacterial|other_products|stores|ad_appearance|Dettol|cost|package_apperance|color|smell|other_versions|effectiveness|cleaning_ability",20,20,1,1,0,2,1,1366,768,0
"2020-07-07 08:45:02","2020-07-07 08:50:12","0","100","309","1","2020-07-07 08:50:12","R_1rH6pDsWQk7AlmP","","","","","anonymous","EN","Chrome","83.0.4103.116","Windows NT 10.0","1366x768","1","0","0","13.841","0","0","0","13.773","0","2.42","11.556","13.076","5","6","7","7","6","how effective the cleaner is","6.979","43.427","44.75","24","6","6","6","8","2","3","4","3","2","2","2","2","2","2","12.664","12.664","20.884","1","7.748","32.712","34.11","12","5","7","7","7","3","6","5","3.151","18.778","20.184","6","6","6","6","6","1.94","6","7","7","3","7","5","2","1","5","2","6","37","2","2","1","1","","clean_high","thought_time|thought_intro|ways_to_use|cost|active_ingred|other_products|stores|smell|Dettol|color|effectiveness|package_apperance|ad_appearance|other_versions|cleaning_ability|anti_bacterial",21,21,1,1,0,1,0,1366,768,0
"2020-07-07 08:45:02","2020-07-07 08:52:05","0","100","423","1","2020-07-07 08:52:05","R_3mkmEgwGKxfenzK","","","","","anonymous","EN","Chrome","83.0.4103.116","Windows NT 10.0","1360x768","1","0","0","13.926","0","0","0","28.641","0","10.688","22.026","23.174","5","3","5","6","6","Why are there just 5 copy pasted bottles stacked on top of each other in the middle of the ad?","8.304","65.465","66.982","16","3","1","2","6","1","5","2","8","6","9","3","7","3","7","0","0","4.585","0","11.998","67.265","68.167","9","1","5","2","6","3","7","2","6.007","29.21","30.427","6","2","2","1","1","1.99","4","7","2","1","9","2","1","1","5","2","3","32","1","2","1","1","To see how advertising effects opinions of a brand.","clean_high","thought_time|thought_intro|cleaning_ability|smell|ways_to_use|other_versions|other_products|color|ad_appearance|anti_bacterial|stores|active_ingred|effectiveness|package_apperance|Dettol|cost",22,22,1,1,0,1,0,1360,768,0
"2020-07-07 08:45:04","2020-07-07 08:53:54","0","100","530","1","2020-07-07 08:53:55","R_1FQEcsIlwbAfjLl","","","","","anonymous","EN","Chrome","83.0.4103.116","Windows NT 10.0","1536x864","1","0","0","10.094","0","0","0","56.701","0","3.987","20.677","22.911","8","8","8","8","2","getting rid of germs","14.512","117.172","118.791","19","8","6","9","8","6","7","7","6","8","7","7","7","6","8","2.959","2.959","6.933","1","7.543","39.234","41.204","14","6","6","7","6","7","5","8","4.686","23.051","25.914","7","8","8","8","8","2.81","8","9","9","9","9","8","9","2","1","2","8","30","1","2","1","1","evaluate a surface cleaning product","clean_low","thought_time|thought_intro|other_versions|smell|ways_to_use|cost|color|effectiveness|Dettol|active_ingred|stores|package_apperance|anti_bacterial|ad_appearance|other_products|cleaning_ability",23,23,1,1,0,1,0,1536,864,0
"2020-07-07 08:45:04","2020-07-07 08:55:18","0","100","614","1","2020-07-07 08:55:18","R_1Le7LIJwgMGvWBR","","","","","anonymous","EN","Chrome","83.0.4103.116","Windows NT 10.0","1920x1080","1","0","0","54.722","0","123.43","123.43","126.08","1","4.821","13.621","15.512","5","7","7","7","7","germ prevention","9.38","75.08","76.522","24","7","7","6","7","5","5","6","5","6","7","6","5","5","5","0","0","7.826","0","9.077","61.928","63.852","10","6","6","7","8","7","3","7","35.452","55.561","57.891","8","7","7","7","6","3.19","7","6","5","7","8","8","1","1","8","2","6","30","1","2","1","1","To gauge one's perception of products","clean_high","thought_time|thought_intro|ways_to_use|anti_bacterial|package_apperance|color|ad_appearance|stores|Dettol|smell|active_ingred|other_products|cost|effectiveness|other_versions|cleaning_ability",24,24,1,1,0,1,0,1920,1080,0
"2020-07-07 08:45:04","2020-07-07 08:57:08","0","100","723","1","2020-07-07 08:57:08","R_2qwQSjyfkSF37dE","","","","","anonymous","EN","Chrome","83.0.4103.116","Windows NT 10.0","1366x768","1","0","0","43.426","0","0","0","43.449","0","6.6","26.846","28.939","6","8","9","9","8","The product would be helpful for me","11.693","111.746","113.397","27","9","8","8","8","6","3","6","5","9","3","6","9","7","7","0","0","14.249","0","13.623","112.844","114.098","17","9","3","8","7","9","7","8","6.358","44.671","45.77","10","9","9","8","8","4.99","7","9","9","7","9","9","9","2","1","2","7","30","1","1","1","1","to examine how people take purchasing decision ","clean_low","thought_time|thought_intro|ways_to_use|ad_appearance|Dettol|cleaning_ability|active_ingred|anti_bacterial|other_products|color|effectiveness|cost|smell|package_apperance|stores|other_versions",25,25,1,1,0,1,0,1366,768,0
"2020-07-07 08:45:05","2020-07-07 08:49:08","0","100","242","1","2020-07-07 08:49:08","R_1HN9amUFZLFfvVL","","","","","anonymous","EN","Chrome","83.0.4103.116","Windows NT 10.0","1920x1080","1","9.782","9.782","11.542","1","10.801","10.801","19.362","1","2.585","9.353","10.422","5","1","5","5","3","i hate ads so if i saw this on my feed or on a webpage i would be thinking about how intrusive it might be, if i need to ignore it or edit HTML to delete it. ","5.599","27.375","28.037","14","7","7","7","7","7","8","2","8","5","7","6","6","7","8","0","0","2.573","0","6.611","27.258","27.928","9","4","5","5","3","3","7","6","2.454","19.373","19.642","9","4","5","5","5","3.51","6","5","4","5","9","8","1","1","5","2","6","25","1","2","1","1","to see what our impressions of an ad are","clean_high","thought_time|thought_intro|cost|effectiveness|Dettol|other_versions|other_products|package_apperance|smell|ways_to_use|cleaning_ability|anti_bacterial|stores|ad_appearance|active_ingred|color",26,26,1,1,0,1,0,1920,1080,0
"2020-07-07 08:45:05","2020-07-07 08:53:59","0","100","534","1","2020-07-07 08:54:00","R_3eyLKapGbqAKowO","","","","","anonymous","EN","Chrome","83.0.4103.116","Windows NT 10.0","1920x1080","1","0","0","22.747","0","0","0","138.219","0","5.175","17.331","18.176","4","7","6","7","7","I have seen the brand before and I know it works. ","6.658","59.43","60.22","16","7","5","7","7","5","5","4","7","6","5","7","7","7","8","0","0","5.843","0","6.548","38.831","39.549","8","7","5","6","6","6","5","7","2.1","21.412","22.457","5","6","6","5","5","3.55","5","6","5","5","8","6","7","2","4","8","7","50","1","1","1","1","Not sure, evaluate Detol?","clean_high","thought_time|thought_intro|stores|other_versions|smell|other_products|cleaning_ability|active_ingred|anti_bacterial|cost|package_apperance|color|ad_appearance|ways_to_use|Dettol|effectiveness",27,27,1,1,0,1,0,1920,1080,0
"2020-07-07 08:45:06","2020-07-07 08:48:46","0","100","220","1","2020-07-07 08:48:46","R_1MKgqXXxie44C4l","","","","","anonymous","EN","Chrome","83.0.4103.116","Windows NT 10.0","3840x2160","1","0","0","6.459","0","0","0","11.988","0","3.202","10.925","12.654","5","3","4","4","5","Cheap packaging","4.115","38.525","41.133","16","1","1","1","2","1","1","7","7","8","8","1","4","1","1","0","0","3.659","0","3.179","14.301","15.625","7","4","4","5","4","3","4","3","5.068","17.926","19.522","9","5","5","4","3","2.85","5","3","2","1","6","8","1","1","3","2","8","46","1","2","1","1","no idea","clean_high","thought_time|thought_intro|anti_bacterial|effectiveness|active_ingred|ways_to_use|smell|color|cost|ad_appearance|package_apperance|Dettol|other_products|other_versions|stores|cleaning_ability",28,28,1,1,0,1,0,3840,2160,0
"2020-07-07 08:45:06","2020-07-07 08:49:56","0","100","289","1","2020-07-07 08:49:56","R_eJbIGN7R4HU23bH","","","","","anonymous","EN","Chrome","83.0.4103.116","Windows NT 10.0","1366x768","1","0","0","9.321","0","0","0","26.354","0","3.731","13.962","15.268","5","8","9","8","8","The germ killing benefits of the cleaner.","3.586","48.106","49.195","18","8","9","9","9","1","2","9","9","7","4","1","6","1","8","0","0","5.186","0","5.361","35.625","36.35","9","4","3","6","7","3","8","8","2.581","22.543","24.006","7","6","6","7","7","2.54","6","4","3","6","9","8","1","1","4","2","9","42","2","2","1","1","","clean_high","thought_time|thought_intro|color|Dettol|active_ingred|anti_bacterial|effectiveness|smell|cost|ad_appearance|other_products|ways_to_use|package_apperance|cleaning_ability|other_versions|stores",29,29,1,1,0,1,0,1366,768,0
